employee_id,employee_name,department,course_name,assigned_date,due_date,completion_date,status
1294,Arjun Ghosh,HR,Customer Service Excellence,2025-12-30,2026-01-20,2026-01-06,Completed
1350,Anjali Nair,Finance,Workplace Safety,2025-11-02,2025-11-18,2025-11-06,Completed
1057,Rekha Sen,IT,SQL Fundamentals,2025-04-30,2025-05-17,2025-05-07,Completed
1036,Ananya Pandey,Operations,SQL Fundamentals,2025-08-19,2025-09-14,2025-08-29,Completed
1253,Jyoti Verma,Operations,Excel for Business,2025-07-21,2025-08-26,2025-07-28,Completed
1185,Aarav Saxena,HR,Python Basics,2026-01-07,2026-02-08,,Pending
1065,Neha Mukherjee,HR,Anti-Harassment Training,2025-04-11,2025-05-07,2025-04-12,Completed
1319,Sunita Malhotra,IT,Excel for Business,2025-06-26,2025-07-25,2025-07-04,Completed
1081,Tanya Verma,Operations,SQL Fundamentals,2025-04-08,2025-04-30,2025-04-19,Completed
1025,Neha Gupta,Sales,SQL Fundamentals,2025-08-16,2025-09-17,2025-08-28,Completed
1041,Arun Chopra,IT,Excel for Business,2025-10-25,2025-11-18,2025-11-05,Completed
1014,Aarav Verma,IT,SQL Fundamentals,2025-06-23,2025-07-15,,Pending
1138,Lakshmi Trivedi,Finance,Python Basics,2025-05-24,2025-06-14,2025-06-06,Completed
1271,Varun Shah,Operations,Python Basics,2025-11-08,2025-12-17,,Pending
1149,Nandini Chopra,IT,Communication Skills,2025-11-14,2025-12-04,2025-11-26,Completed
1292,Varun Iyer,IT,Workplace Safety,2025-10-26,2025-11-27,2025-10-27,Completed
1297,Mohan Kumar,Operations,Anti-Harassment Training,13/10/2025,2025-11-10,2025-10-15,Completed
1344,Nandini Rao,Sales,Data Security Awareness,2026-01-02,2026-01-22,2026-01-13,Completed
1334,Sunita Sinha,IT,Leadership Fundamentals,2025-11-09,2025-12-10,2025-11-16,Completed
1133,Sara Sen,IT,Data Security Awareness,2025-12-11,2026-01-08,2025-12-17,Completed
1096,Deepak Pandey,Sales,Leadership Fundamentals,2026-02-04,2026-02-25,2026-02-15,Completed
1284,Nitin Chopra,IT,Workplace Safety,2026-02-01,2026-03-05,2026-02-02,PENDING
1161,Tanya Singh,HR,Anti-Harassment Training,2025-10-23,2025-11-07,2025-10-26,Completed
1102,Rekha Mishra,Finance,Project Management,2025-10-24,2025-11-20,2025-10-30,Completed
1319,Sunita Malhotra,IT,Python Basics,2025-07-27,2025-08-29,2025-08-10,Completed
1304,Mohan Mishra,Finance,Leadership Fundamentals,2025-04-12,2025-05-18,,Pending
1188,Ananya Desai,Sales,Excel for Business,2026-02-24,2026-04-04,2026-03-05,Completed
1121,Reyansh Chopra,Operations,Data Security Awareness,2025-10-16,2025-11-15,2025-10-23,Completed
1174,Krishna Sinha,IT,Communication Skills,2025-04-10,2025-05-09,2025-04-20,Completed
1221,Vivaan Rao,Finance,Leadership Fundamentals,2025-11-03,2025-11-20,2025-11-11,Completed
1067,Meera Sinha,IT,Project Management,2025-07-26,2025-08-22,2025-08-07,Completed
1092,Divya Verma,Finance,Python Basics,2025-12-01,2025-12-27,2025-12-16,Completed
1297,Mohan Kumar,Operations,SQL Fundamentals,2026-02-24,2026-03-29,2026-03-04,completed
1078,Nitin Deshpande,IT,Excel for Business,2025-04-18,2025-05-17,2025-04-29,Completed
1012,Aadhya Desai,Marketing,Excel for Business,2025-05-16,2025-06-24,,Pending
1199,Nandini Chopra,Operations,Workplace Safety,2026-02-09,2026-03-13,2026-02-13,Completd
1033,Reyansh Mukherjee,IT,Python Basics,2025-05-10,2025-06-16,,Pending
1014,Aarav Verma,IT,Leadership Fundamentals,2025-06-15,2025-07-09,2025-06-27,Completed
1296,Arun Shah,Sales,Communication Skills,2025-08-20,2025-09-08,2025-08-26,Completed
1317,Sneha Mukherjee,Sales,Python Basics,2025-06-24,2025-07-31,2025-07-10,Completed
1299,Neha Patel,Finance,Workplace Safety,2026-02-11,2026-02-22,2026-02-14,Completed
1221,Vivaan Rao,Finance,Anti-Harassment Training,2025-08-25,2025-09-20,2025-08-30,Completed
1109,Sara Joshi,IT,Communication Skills,2025-06-24,2025-07-15,2025-07-05,Completed
1068,Divya Sharma,Operations,Excel for Business,2026-02-02,2026-03-13,2026-02-15,Completed
1255,Riya Saxena,IT,Workplace Safety,2025-08-15,2025-08-30,2025-08-17,Completed
1344,Nandini Rao,Sales,Leadership Fundamentals,2026-01-08,2026-02-03,,Pending
1318,Rahul Pillai,IT,Anti-Harassment Training,2025-12-29,2026-01-12,2025-12-30,Completed
1328,Tanya Patel,Finance,Data Security Awareness,2025-09-13,2025-09-30,2025-09-14,Completed
1160,Sunita Malhotra,Operations,Customer Service Excellence,2025-04-10,2025-05-09,2025-04-15,Completed
1266,Priya Iyer,Operations,Data Security Awareness,2025-10-18,2025-11-03,2025-10-23,Completed
1253,Jyoti Verma,Operations,Leadership Fundamentals,2025-06-18,2025-07-07,2025-06-22,Completed
1043,Neha Bhat,IT,SQL Fundamentals,2025-10-05,2025-11-09,,Pending
1156,Sachin Malhotra,IT,Leadership Fundamentals,2025-08-03,2025-09-01,2025-08-11,Completed
1130,Sai Chopra,Sales,Workplace Safety,2025-08-05,2025-08-20,2025-08-07,Completed
1224,Aditya Nair,HR,Data Security Awareness,2025-05-04,2025-05-28,2025-05-16,Completed
1300,Tanya Mukherjee,IT,Python Basics,2025-11-21,2025-12-28,,Pending
1007,Aditya Patel,IT,Communication Skills,2026-01-06,2026-02-06,,Pending
1012,Aadhya Desai,Marketing,Customer Service Excellence,2025-11-24,2025-12-27,,Pending
1124,Krishna Banerjee,IT,Project Management,2026-02-04,2026-03-13,2026-02-18,Completed
1308,Neha Saxena,HR,Communication Skills,2025-08-06,2025-09-05,,Pending
1260,Aditya Chopra,IT,Anti-Harassment Training,2025-12-13,2026-01-06,2025-12-14,Completed
1014,Aarav Verma,IT,Data Security Awareness,2025-07-14,2025-07-28,2025-07-22,Completed
1031,Harish Kulkarni,Finance,Project Management,2025-08-30,2025-09-21,2025-09-08,Completed
1133,Sara Sen,IT,Communication Skills,2025-10-12,2025-11-07,2025-10-19,Completed
1339,Rekha Patel,Sales,Data Security Awareness,2025-09-08,2025-10-05,2025-09-15,Completed
1098,Ayaan Chopra,Sales,Data Security Awareness,2025-07-19,2025-08-13,2025-07-24,Completed
1281,Tanya Chopra,Operations,Anti-Harassment Training,2025-11-16,2025-12-13,2025-11-17,Completed
1016,Amit Bhat,IT,Anti-Harassment Training,2025-09-01,2025-09-22,2025-09-02,Completed
1059,Krishna Trivedi,IT,Data Security Awareness,2025-07-25,2025-08-20,2025-08-01,Completed
1350,Anjali Nair,Finance,Communication Skills,2025-11-24,2025-12-30,2025-12-04,PENDING
1327,Harish Reddy,Sales,Excel for Business,2025-11-23,2025-12-14,2025-12-05,Completed
1301,Kiran Sharma,IT,Data Security Awareness,2025-08-03,2025-08-19,,Pending
1182,Sneha Kumar,IT,Workplace Safety,2025-08-29,2025-09-19,2025-09-05,Completed
1003,Priya Mishra,Operations,Leadership Fundamentals,2025-10-14,2025-11-18,,Pending
1252,Rohit Modi,Sales,Workplace Safety,2026-01-31,2026-02-19,2026-02-02,Completed
1042,Ananya Shah,sales,Customer Service Excellence,2026-01-07,2026-02-04,2026-01-13,Completed
1095,Shruti Deshpande,Operations,Leadership Fundamentals,2025-05-04,2025-05-30,2025-05-15,Pendig
1093,Sneha Banerjee,Operations,Python Basics,2025-12-15,2026-01-10,2025-12-24,Completed
1196,Aditya Deshpande,HR,Workplace Safety,2025-06-13,2025-07-16,2025-06-17,Completed
1171,Swati Sharma,Finance,Python Basics,2025-04-30,2025-05-21,2025-05-14,Completed
1155,Sneha Pillai,Marketing,Customer Service Excellence,07/10/2025,2025-10-20,2025-10-11,Completed
1143,Vihaan Kumar,Sales,Project Management,2026-02-07,2026-03-12,2026-02-20,Completed
1251,Rajesh Pillai,HR,Project Management,2025-08-23,2025-09-22,2025-09-02,Completed
1229,Sneha Reddy,Operations,Customer Service Excellence,2026-01-24,2026-02-09,,Pending
1103,Aarav Singh,HR,Leadership Fundamentals,2025-11-07,2025-12-08,2025-11-15,Completed
1049,Kavya Singh,Sales,Customer Service Excellence,2026-01-14,2026-02-12,2026-01-22,Completed
1088,Manish Gupta,Finance,Anti-Harassment Training,2025-10-10,2025-10-29,2025-10-11,Completed
1249,Rekha Malhotra,Marketing,Leadership Fundamentals,2026-02-19,2026-03-14,2026-02-28,Completed
1137,Sunita Kulkarni,Sales,Excel for Business,2025-05-17,2025-06-22,2025-05-29,completed
1001,Nitin Rao,Sales,Communication Skills,2025-07-21,2025-08-05,2025-07-26,Completed
1223,Rekha Sinha,IT,Data Security Awareness,2025-06-07,2025-06-25,2025-06-11,Completed
1229,Sneha Reddy,Operations,Excel for Business,2025-10-30,2025-11-20,2025-11-09,Completed
1321,Kavya Ghosh,Sales,SQL Fundamentals,2025-08-08,2025-08-31,2025-08-13,Completed
1174,Krishna Sinha,IT,Workplace Safety,2025-06-22,2025-07-03,2025-06-23,Completed
1130,Sai Chopra,Sales,Leadership Fundamentals,2025-05-03,2025-05-25,2025-05-07,Completed
1099,Aadhya Singh,IT,Anti-Harassment Training,2025-12-08,2025-12-20,2025-12-09,Completed
1305,Anjali Mishra,Operations,Leadership Fundamentals,2025-09-22,2025-10-26,,Pending
1170,Arun Deshpande,Finance,Project Management,2025-11-26,2025-12-23,2025-12-09,Completed
1005,Nandini Gupta,IT,Customer Service Excellence,2025-09-16,2025-10-19,2025-09-26,Completed
1059,Krishna Trivedi,IT,Customer Service Excellence,2025-06-18,2025-07-22,2025-06-25,Completed
1204,Diya Ghosh,Operations,SQL Fundamentals,2025-12-22,2026-01-29,2026-01-03,Completed
1223,Rekha Sinha,IT,SQL Fundamentals,2025-08-03,2025-08-27,,Pending
1285,Kavya Desai,Sales,Communication Skills,2025-12-03,2025-12-25,2025-12-11,Completed
1097,Rajesh Desai,Sales,Customer Service Excellence,2025-08-31,2025-09-28,,Pending
1243,Sachin Mukherjee,Marketing,Communication Skills,2025-04-26,2025-05-28,2025-05-01,Completed
1089,Sai Trivedi,Operations,Python Basics,2025-05-24,2025-06-18,2025-06-08,Completed
1225,Gaurav Banerjee,HR,Excel for Business,2025-08-05,2025-09-05,,Pending
1310,Pranav Verma,HR,Workplace Safety,2026-01-02,2026-01-28,2026-01-04,Completed
1015,Varun Banerjee,IT,Communication Skills,2025-10-31,2025-12-02,2025-11-03,Completed
1151,Manish Chopra,Marketing,Workplace Safety,2025-08-02,2025-08-17,2025-08-07,Completed
1207,Mohan Chopra,IT,Workplace Safety,2025-09-07,2025-09-18,2025-09-11,Completed
1155,Sneha Pillai,Marketing,Communication Skills,2025-06-17,2025-07-14,2025-06-24,Completed
1251,Rajesh Pillai,HR,Data Security Awareness,2025-09-17,2025-10-10,2025-09-20,Completed
1287,Priya Bhat,Sales,Excel for Business,2025-12-05,2026-01-06,,Pending
1038,Sachin Bhat,IT,Communication Skills,2026-01-26,2026-02-15,2026-01-29,Completed
1051,Sara Trivedi,Marketing,Excel for Business,2025-08-24,2025-09-17,2025-08-31,Completed
1323,Kiran Patel,Finance,Anti-Harassment Training,2025-09-19,2025-10-03,2025-09-20,Completed
1217,Kavya Singh,HR,SQL Fundamentals,2025-10-09,2025-10-28,2025-10-16,Completed
1093,Sneha Banerjee,Operations,Workplace Safety,2025-04-04,2025-04-18,2025-04-05,Completed
1058,Suresh Mishra,IT,Leadership Fundamentals,2025-05-17,2025-06-23,2025-05-24,Completed
1114,Sachin Banerjee,Operations,Data Security Awareness,2025-04-01,2025-04-28,2025-04-05,Completed
1036,Ananya Pandey,Operations,Anti-Harassment Training,2025-08-27,2025-09-16,2025-08-31,Completed
1030,Aditya Mishra,IT,Project Management,2026-01-17,2026-02-07,2026-01-28,Completed
1143,Vihaan Kumar,Sales,Python Basics,2025-09-16,2025-10-10,2025-10-02,Completed
1144,Rekha Modi,HR,SQL Fundamentals,12/05/2025,2025-05-30,2025-05-20,Completed
1312,Swati Patel,IT,Excel for Business,2025-06-26,2025-07-25,,Pending
1118,Nandini Nair,IT,Leadership Fundamentals,2025-05-25,2025-06-17,2025-06-01,Completed
1218,Harish Bhat,Operations,SQL Fundamentals,2025-12-25,2026-01-13,,Pending
1190,Divya Sharma,IT,Python Basics,09/06/2025,2025-07-02,2025-06-20,Completed
1072,Ayaan Kulkarni,,Python Basics,2025-06-19,2025-07-30,,Pending
1266,Priya Iyer,Operations,Customer Service Excellence,2025-05-19,2025-06-16,2025-05-27,Completed
1038,Sachin Bhat,IT,Python Basics,2025-04-16,2025-05-19,,Pending
1087,Vihaan Chopra,Operations,Anti-Harassment Training,2025-11-28,2025-12-21,2025-11-30,Completed
1071,Harish Saxena,Operations,Customer Service Excellence,2025-09-03,2025-09-25,,Pending
1024,Arun Rao,HR,Communication Skills,2025-10-31,2025-11-21,,Pending
1001,Nitin Rao,Sales,Python Basics,2025-09-14,2025-10-11,2025-09-26,Completed
1005,Nandini Gupta,I.T.,Anti-Harassment Training,2025-06-18,2025-06-28,2025-06-24,Completed
1135,Neha Sharma,Marketing,SQL Fundamentals,2025-05-30,2025-06-20,2025-06-09,Completed
1183,Sai Banerjee,Marketing,Leadership Fundamentals,2025-06-03,2025-06-22,,Pending
1174,Krishna Sinha,IT,Python Basics,2025-09-17,2025-10-30,2025-10-01,Completed
1165,Rohit Sinha,IT,Excel for Business,2025-12-02,2026-01-01,2025-12-11,Completed
1305,Anjali Mishra,Operations,Customer Service Excellence,2026-01-25,2026-02-16,,Pending
1273,Ayaan Shah,Operations,Excel for Business,2025-11-28,2026-01-04,2025-12-07,Completed
1033,Reyansh Mukherjee,IT,Anti-Harassment Training,2025-10-17,2025-11-01,2025-10-21,Completed
1306,Kavya Banerjee,Marketing,Data Security Awareness,2025-04-16,2025-05-06,2025-04-17,Completed
1124,Krishna Banerjee,IT,Leadership Fundamentals,2025-11-23,2025-12-29,,Pending
1147,Diya Singh,Finance,Project Management,2025-11-16,2025-12-09,,Pending
1220,Nandini Saxena,Operations,Communication Skills,2025-09-08,2025-10-10,,Pending
1129,Vihaan Sharma,IT,Anti-Harassment Training,2025-04-03,2025-04-17,,Pending
1333,Manish Pillai,IT,Communication Skills,2025-05-17,2025-06-15,,Pending
1056,Jyoti Banerjee,Marketing,Project Management,2025-06-14,2025-07-04,,Pending
1336,Ananya Rao,IT,Excel for Business,2025-12-18,2026-01-23,2026-01-02,Completed
1087,Vihaan Chopra,Operations,Python Basics,2025-07-12,2025-08-25,2025-07-27,Completed
1195,Lakshmi Joshi,HR,Data Security Awareness,2025-04-04,2025-05-06,2025-04-10,Completed
1259,Ishaan Patel,Sales,Project Management,2026-02-08,2026-03-10,2026-02-23,Completed
1262,Sunita Ghosh,Marketing,Workplace Safety,2025-12-03,2025-12-29,2025-12-09,Completed
1042,Ananya Shah,Sales,Anti-Harassment Training,2025-09-17,2025-10-17,2025-09-18,Completed
1265,Anjali Sen,Operations,Customer Service Excellence,2025-08-18,2025-09-16,2025-08-22,Completed
1292,Varun Iyer,IT,Customer Service Excellence,2026-01-27,2026-02-28,,Pending
1236,Pranav Deshpande,Operations,Excel for Business,2025-11-08,2025-12-18,,Pending
1163,Swati Nair,Finance,Leadership Fundamentals,2026-01-27,2026-02-28,2026-02-03,Completed
1121,Reyansh Chopra,Operations,Leadership Fundamentals,2025-04-22,2025-05-16,2025-04-28,Completed
1033,Reyansh Mukherjee,IT,Communication Skills,2026-01-26,2026-03-01,,Pending
1212,Myra Shah,Finance,Workplace Safety,2025-11-28,2025-12-21,,Pending
1010,Divya Das,Finance,SQL Fundamentals,2026-01-17,2026-02-10,,Pending
1108,Kavya Trivedi,Operations,SQL Fundamentals,2025-07-23,2025-08-23,2025-08-09,Completed
1151,Manish Chopra,Marketing,Data Security Awareness,2025-07-26,2025-08-28,,Pending
1185,Aarav Saxena,HR,Python Basics,2025-10-19,2025-11-17,2025-11-05,Completed
1222,Sneha Mehta,Sales,Excel for Business,2025-04-20,2025-05-14,,Pending
1219,Vikram Sen,Finance,Leadership Fundamentals,2025-07-31,2025-08-27,2025-08-10,Completed
1023,Aditya Shah,HR,Data Security Awareness,2025-05-08,2025-05-28,2025-05-13,Completed
1149,Nandini Chopra,I.T.,Customer Service Excellence,2025-10-30,2025-11-12,2025-11-02,Completed
1191,Ayaan Singh,IT,Python Basics,2026-02-01,2026-03-15,2026-02-09,Completed
1134,Vihaan Verma,HR,SQL Fundamentals,2025-07-18,2025-08-21,2025-07-28,Completed
1078,Nitin Deshpande,IT,Python Basics,2025-05-29,2025-06-26,,Pending
1119,Vihaan Sen,Operations,Communication Skills,2026-01-12,2026-02-18,2026-01-24,Completed
1323,Kiran Patel,Finance,Customer Service Excellence,2025-07-11,2025-07-24,,Pending
1121,Reyansh Chopra,Operations,Workplace Safety,2025-09-15,2025-10-15,2025-09-16,Completed
1051,Sara Trivedi,Marketing,Leadership Fundamentals,2025-04-10,2025-04-28,2025-04-17,Completed
1048,Rahul Sen,Sales,Python Basics,2025-06-25,2025-08-06,2025-07-06,Completed
1054,Krishna Chopra,Operations,Python Basics,2025-10-29,2025-11-24,,Pending
1309,Sachin Sen,Operations,Excel for Business,2025-06-22,2025-07-20,2025-07-05,Completed
1044,Nitin Mishra,Marketing,Python Basics,2025-09-05,2025-10-13,,Pending
1195,Lakshmi Joshi,HR,Workplace Safety,2025-05-09,2025-05-23,,Pending
1294,Arjun Ghosh,HR,Data Security Awareness,2025-07-31,2025-08-14,2025-08-11,Completed
1327,Harish Reddy,sales,Python Basics,2025-06-30,2025-07-24,,Pending
1057,Rekha Sen,IT,Project Management,2025-06-01,2025-07-06,,Pending
1143,Vihaan Kumar,Sales,Customer Service Excellence,2025-11-24,2025-12-23,2025-11-30,Completed
1184,Kavya Reddy,Operations,SQL Fundamentals,2025-08-20,2025-09-08,2025-08-30,Completed
1216,Deepak Saxena,IT,Workplace Safety,2025-09-27,2025-10-12,2025-10-01,completed
1273,Ayaan Shah,,Excel for Business,2026-01-04,2026-01-29,,Pending
1126,Sunita Chopra,Sales,SQL Fundamentals,2025-05-14,2025-06-02,2025-05-25,Completed
1332,Kiran Rao,Operations,Project Management,2025-06-21,2025-07-26,,Pending
1236,Pranav Deshpande,Operations,Customer Service Excellence,2025-07-08,2025-08-05,,Pending
1268,Tanya Nair,Finance,Project Management,2025-04-15,2025-05-14,,Pending
1096,Deepak Pandey,Sales,Communication Skills,2025-05-23,2025-06-22,,Pending
1263,Nitin Das,IT,Communication Skills,2025-07-17,2025-08-05,2025-07-29,Completed
1322,Sneha Gupta,Finance,Leadership Fundamentals,2026-01-25,2026-03-04,,Pending
1061,Ayaan Iyer,Sales,Excel for Business,2025-12-09,2026-01-12,,Pending
1003,Priya Mishra,Operations,Communication Skills,2025-09-11,2025-10-15,2025-09-16,Completed
1323,Kiran Patel,Finance,Data Security Awareness,2025-04-18,2025-05-14,2025-04-23,Completed
1310,Pranav Verma,HR,SQL Fundamentals,2025-09-28,2025-10-15,,Pending
1272,Vihaan Chopra,Operations,Project Management,2025-09-20,2025-10-22,,Pending
1335,Harish Pandey,IT,Data Security Awareness,2025-09-08,2025-10-04,2025-09-15,Completed
1037,Vikram Pillai,HR,Workplace Safety,2026-01-29,2026-02-24,2026-01-30,Completed
1052,Deepak Shah,Operations,Workplace Safety,2026-01-28,2026-02-11,2026-02-02,Completed
1275,Sachin Malhotra,Sales,Customer Service Excellence,2026-01-07,2026-02-12,,Pending
1115,Vikram Banerjee,Finance,Workplace Safety,2026-02-13,2026-02-24,2026-02-15,Completed
1180,Sara Sinha,IT,Project Management,2025-08-03,2025-08-31,2025-08-17,Completed
1184,Kavya Reddy,Operations,Communication Skills,2025-08-28,2025-09-12,,Pending
1142,Jyoti Malhotra,Human Resources,Data Security Awareness,2025-08-31,2025-10-03,,Pending
1235,Sachin Rao,I.T.,Anti-Harassment Training,2025-08-10,2025-08-31,,Pending
1291,Aadhya Mukherjee,IT,Python Basics,21/09/2025,2025-10-25,,Pending
1114,Sachin Banerjee,Operations,Customer Service Excellence,2025-10-03,2025-10-18,2025-10-04,Completed
1192,Varun Iyer,Operations,Python Basics,2025-10-25,2025-11-15,2025-11-09,Completed
1196,Aditya Deshpande,HR,Python Basics,2025-09-14,2025-10-10,2025-09-27,Completed
1194,Suresh Iyer,Finance,Anti-Harassment Training,2025-12-24,2026-01-21,2025-12-25,Completed
1043,Neha Bhat,IT,Workplace Safety,2025-10-02,2025-10-15,2025-10-10,Completed
1259,Ishaan Patel,Sales,Python Basics,2025-09-17,2025-10-18,,Pending
1216,Deepak Saxena,IT,Anti-Harassment Training,2026-01-20,2026-02-04,2026-01-21,Completed
1026,Divya Kulkarni,Operations,Workplace Safety,2025-07-27,2025-08-07,2025-07-28,Completed
1292,Varun Iyer,IT,Customer Service Excellence,2026-01-02,2026-01-17,,Pending
1166,Krishna Tiwari,Operations,Customer Service Excellence,2026-01-20,2026-02-24,2026-01-22,Completed
1246,Deepak Sharma,Marketing,Customer Service Excellence,2025-08-30,2025-09-15,,Pending
1108,Kavya Trivedi,Operations,Data Security Awareness,2025-09-06,2025-10-01,2025-09-10,Completd
1176,Jyoti Iyer,IT,Project Management,2025-08-15,2025-09-26,2025-08-26,Completed
1140,Riya Pillai,Marketing,Workplace Safety,2025-05-18,2025-06-15,2025-05-23,Completed
1064,Gaurav Singh,HR,Leadership Fundamentals,2025-04-21,2025-05-21,,Pending
1281,Tanya Chopra,Operations,Communication Skills,2026-01-02,2026-01-19,2026-01-12,Completed
1350,Anjali Nair,Finance,SQL Fundamentals,2026-01-12,2026-02-05,2026-01-18,Completed
1048,Rahul Sen,Sales,Anti-Harassment Training,2025-07-03,2025-08-01,,Pending
1224,Aditya Nair,HR,Workplace Safety,2026-02-16,2026-02-26,2026-02-17,Completed
1122,Myra Das,Operations,Anti-Harassment Training,2025-06-25,2025-07-27,,Pending
1305,Anjali Mishra,Operations,Customer Service Excellence,2025-07-31,2025-08-26,2025-08-09,Completed
1184,Kavya Reddy,Operations,Customer Service Excellence,2025-08-17,2025-09-17,,Pending
1112,Mohan Das,IT,Excel for Business,2025-12-08,2026-01-11,2025-12-15,Completed
1191,Ayaan Singh,IT,Communication Skills,2025-07-17,2025-08-19,2025-07-20,Completed
1281,Tanya Chopra,Operations,Excel for Business,2025-12-26,2026-01-21,2026-01-03,Completed
1071,Harish Saxena,Operations,Communication Skills,2026-01-27,2026-02-23,,Pending
1268,Tanya Nair,Finance,Python Basics,2025-08-15,2025-09-12,2025-08-27,Completed
1229,Sneha Reddy,Operations,Workplace Safety,2025-11-01,2025-11-19,2025-11-02,Completed
1177,Kavya Kulkarni,Finance,Leadership Fundamentals,2025-03-31,2025-04-18,2025-04-04,Completed
1242,Myra Ghosh,Marketing,Excel for Business,2025-08-07,2025-09-15,2025-08-24,Completed
1003,Priya Mishra,Operations,Anti-Harassment Training,2026-02-22,2026-03-21,2026-02-23,Completed
1082,Arun Sharma,Finance,Excel for Business,2025-06-06,2025-07-15,2025-06-17,Completed
1306,Kavya Banerjee,Marketing,Excel for Business,2025-04-23,2025-06-02,2025-05-08,Completed
1193,Arun Reddy,Marketing,Communication Skills,2025-06-07,2025-06-27,2025-06-15,Completed
1032,Sai Mishra,IT,Workplace Safety,2026-01-19,2026-01-29,2026-01-22,Completed
1186,Harish Joshi,Finance,Workplace Safety,2025-04-07,2025-04-30,2025-04-10,Completed
1053,Ishaan Sinha,Marketing,Excel for Business,2025-11-14,2025-12-05,2025-11-24,Completed
1107,Arjun Chopra,Sales,Workplace Safety,2025-10-05,2025-10-25,,Pending
1276,Tanya Desai,Sales,Communication Skills,2025-12-21,2026-01-25,2026-01-03,Completed
1211,Kiran Mishra,Sales,Excel for Business,2026-02-19,2026-03-12,2026-02-27,Completed
1192,Varun Iyer,Operations,Project Management,2025-07-05,2025-08-14,,Pending
1174,Krishna Sinha,IT,Excel for Business,2025-12-06,2026-01-07,,Pending
1173,Sachin Nair,sales,Communication Skills,2025-04-25,2025-05-17,2025-04-26,Completed
1241,Divya Joshi,Marketing,Leadership Fundamentals,2025-06-20,2025-07-06,,Pending
1071,Harish Saxena,Operations,Data Security Awareness,2025-11-20,2025-12-18,2025-11-22,Completed
1300,Tanya Mukherjee,IT,Communication Skills,2025-05-26,2025-06-18,2025-06-02,Completed
1322,Sneha Gupta,Finance,Python Basics,2025-06-29,2025-08-02,,Pending
1094,Sara Das,Sales,Leadership Fundamentals,2025-12-27,2026-01-13,,Pending
1140,Riya Pillai,Marketing,Project Management,2025-09-02,2025-10-11,2025-09-11,Completed
1230,Shruti Banerjee,Finance,Excel for Business,2025-08-19,2025-09-20,,Pending
1169,Ananya Desai,IT,Python Basics,2025-06-21,2025-07-27,2025-07-05,Completed
1165,Rohit Sinha,IT,Anti-Harassment Training,2025-04-08,2025-04-24,2025-04-09,Completed
1119,Vihaan Sen,Operations,Communication Skills,2025-07-21,2025-08-21,2025-07-28,Completed
1226,Vikram Malhotra,IT,Anti-Harassment Training,2025-05-26,2025-06-12,2025-05-27,Completed
1190,Divya Sharma,IT,Customer Service Excellence,2025-08-08,2025-09-12,2025-08-13,Completed
1283,Harish Trivedi,Sales,Customer Service Excellence,2025-09-05,2025-10-11,2025-09-11,Completed
1332,Kiran Rao,Operations,Workplace Safety,2026-01-15,2026-01-28,2026-01-24,Completed
1119,Vihaan Sen,Operations,Python Basics,2025-08-07,2025-09-04,,Pending
1040,Gaurav Verma,Sales,Customer Service Excellence,08/02/2026,2026-03-11,,Pending
1159,Sachin Deshpande,IT,Customer Service Excellence,2025-07-02,2025-08-04,2025-07-11,Completed
1063,Nandini Banerjee,Operations,Customer Service Excellence,2025-04-01,2025-04-18,,Pending
1054,Krishna Chopra,Operations,Project Management,2026-01-08,2026-02-09,2026-01-20,Completed
1218,Harish Bhat,Operations,Data Security Awareness,2025-12-02,2025-12-20,2025-12-06,Completed
1022,Gaurav Sinha,IT,Python Basics,2025-11-03,2025-12-02,2025-11-16,Completed
1338,Pooja Nair,Finance,Python Basics,2026-01-25,2026-02-21,2026-02-06,Completed
1168,Suresh Kulkarni,IT,SQL Fundamentals,2026-01-14,2026-02-18,2026-01-23,Completed
1283,Harish Trivedi,Sales,Communication Skills,2025-11-27,2025-12-30,2025-12-04,Completed
1090,Arjun Joshi,Sales,Excel for Business,2025-09-13,2025-10-01,,Pending
1285,Kavya Desai,Sales,Project Management,2025-11-27,2025-12-23,2025-12-10,Completed
1054,Krishna Chopra,Operations,Leadership Fundamentals,2025-07-25,2025-08-22,,Pending
1150,Deepak Rao,HR,Data Security Awareness,2025-05-09,2025-05-24,2025-05-18,Completed
1050,Sara Malhotra,IT,Anti-Harassment Training,2025-07-27,2025-08-18,,Pending
1222,Sneha Mehta,Sales,Excel for Business,2025-11-25,2025-12-25,2025-12-10,Completed
1139,Ishaan Das,HR,Workplace Safety,2025-05-22,2025-06-22,,Pending
1259,Ishaan Patel,Sales,Customer Service Excellence,2025-11-11,2025-12-16,2025-11-22,Completed
1157,Priya Sinha,Finance,Excel for Business,2025-07-20,2025-08-17,2025-07-31,Completed
1007,Aditya Patel,IT,Python Basics,2025-04-05,2025-05-14,2025-04-27,Completed
1141,Vihaan Kumar,Marketing,Python Basics,2026-02-23,2026-04-03,,Pending
1191,Ayaan Singh,IT,Excel for Business,2025-05-17,2025-06-13,,Pending
1259,Ishaan Patel,Sales,SQL Fundamentals,2025-05-30,2025-06-18,,Pending
1081,Tanya Verma,Operations,SQL Fundamentals,2025-12-30,2026-02-08,,Pending
1013,Rekha Bhat,Operations,Excel for Business,2025-04-22,2025-05-24,,Pending
1145,Rohit Verma,HR,Customer Service Excellence,2025-06-24,2025-07-28,2025-06-30,Completed
